5	0
5.02	0
5.04	0
a	b
5.06	0
5.08	0
5.1	0
5.12	0
5.14	0
5.16	0
5.18	0
5.2	0
5.22	0
5.24	0
5.26	0
5.28	0
5.3	0
5.32	0
5.34	0
5.36	0
5.38	0
5.4	0
5.42	0
5.44	0
5.46	0
5.48	0
5.5	0
5.52	0
5.54	0
5.56	0
5.58	0
5.6	0
5.62	0
5.64	0
5.66	0
5.68	0
5.7	0
5.72	0
5.74	0
5.76	0
5.78	0
5.8	0
5.82	0
5.84	0
5.86	0
5.88	0
5.9	0
5.92	0
5.94	0
5.96	0
5.98	0
6	0
6.02	0
6.04	0
6.06	0
6.08	0
6.1	0
6.12	0
6.14	0
6.16	0
6.18	0
6.2	0
6.22	0
6.24	0
6.26	0
6.28	0
6.3	0
6.32	0
6.34	0
6.36	0
6.38	0
6.4	0
6.42	0
6.44	0
6.46	0
6.48	0
6.5	0
6.52	0
6.54	0
6.56	0
6.58	0
6.6	0
6.62	0
6.64	0
6.66	0
6.68	0
6.7	0
6.72	0
6.74	0
6.76	0
6.78	0
6.8	0
6.82	0
6.84	0
6.86	0
6.88	0
6.9	0
6.92	0
6.94	0
6.96	0
6.98	0
7	0
7.02	0
7.04	0
7.06	0
7.08	0
7.1	0
7.12	0
7.14	0
7.16	0
7.18	0
7.2	0
7.22	0
7.24	0
7.26	0
7.28	0
7.3	0
7.32	0
7.34	0
7.36	0
7.38	0
7.4	0
7.42	0
7.44	0
7.46	0
7.48	0
7.5	0
7.52	0
7.54	0
7.56	0
7.58	0
7.6	0
7.62	0
7.64	0
7.66	0
7.68	0
7.7	0
7.72	0
7.74	0
7.76	0
7.78	0
7.8	0
7.82	0
7.84	0
7.86	0
7.88	0
7.9	0
7.92	0
7.94	0
7.96	0
7.98	0
8	0
8.02	0
8.04	0
8.06	0
8.08	0
8.1	0
8.12	0
8.14	0
8.16	0
8.18	0
8.2	0
8.22	0
8.24	0
8.26	0
8.28	0
8.3	0
8.32	0
8.34	0
8.36	0
8.38	0
8.4	0
8.42	0
8.44	0
8.46	0
8.48	0
8.5	0
8.52	0
8.54	0
8.56	0
8.58	0
8.6	0
8.62	0
8.64	0
8.66	0
8.68	0
8.7	0
8.72	0
8.74	0
8.76	0
8.78	0
8.8	0
8.82	0
8.84	0
8.86	0
8.88	0
8.9	0
8.92	0
8.94	0
8.96	0
8.98	0
9	0
9.02	0
9.04	0
9.06	0
9.08	0
9.1	0
9.12	0
9.14	0
9.16	0
9.18	0
9.2	0
9.22	0
9.24	0
9.26	0
9.28	0
9.3	0
9.32	0
9.34	0
9.36	0
9.38	0
9.4	0
9.42	0
9.44	0
9.46	0
9.48	0
9.5	0
9.52	0
9.54	0
9.56	0
9.58	0
9.6	0
9.62	0
9.64	0
9.66	0
9.68	0
9.7	0
9.72	0
9.74	0
9.76	0
9.78	0
9.8	0
9.82	0
9.84	0
9.86	0
9.88	0
9.9	0
9.92	0
9.94	0
9.96	3.97287
9.98	4.0856
10	4.2032
10.02	4.32595
10.04	4.45416
10.06	4.58815
10.08	4.72827
10.1	4.8749
10.12	5.02847
10.14	5.1894
10.16	5.35817
10.18	5.53532
10.2	5.72138
10.22	5.91699
10.24	6.12279
10.26	6.33951
10.28	6.56794
10.3	6.80894
10.32	7.06343
10.34	7.33245
10.36	7.61713
10.38	7.9187
10.4	8.23853
10.42	8.57811
10.44	8.93911
10.46	9.32336
10.48	9.73291
10.5	10.17
10.52	10.6372
10.54	11.1373
10.56	11.6735
10.58	12.2493
10.6	12.8687
10.62	13.5363
10.64	14.2571
10.66	15.0369
10.68	15.8824
10.7	16.8012
10.72	17.8019
10.74	18.8945
10.76	20.0907
10.78	21.404
10.8	22.85
10.82	24.4473
10.84	26.2176
10.86	28.1868
10.88	30.3858
10.9	32.8516
10.92	35.6289
10.94	38.7725
10.96	42.3492
10.98	46.4422
11	51.155
11.02	56.6187
11.04	63.0007
11.06	70.5169
11.08	79.4507
11.1	90.1783
11.12	103.208
11.14	119.24
11.16	139.256
11.18	164.667
11.2	197.561
11.22	241.158
11.24	300.792
11.26	386.243
11.28	516.895
11.3	730.448
11.32	1090.88
11.34	1682.41
11.36	2559.52
11.38	3554.25
11.4	3975.27
11.42	3352.38
11.44	2344.08
11.46	1528.34
11.48	994.823
11.5	673.542
11.52	482.733
11.54	364.461
11.56	285.903
11.58	230.425
11.6	189.544
11.62	158.522
11.64	134.448
11.66	115.412
11.68	100.113
11.7	87.6415
11.72	77.3467
11.74	68.7532
11.76	61.5817
11.78	55.4204
11.8	50.1369
11.82	45.5728
11.84	41.6038
11.86	38.1313
11.88	35.0761
11.9	32.3743
11.92	29.9735
11.94	27.8309
11.96	25.911
11.98	24.184
12	22.6251
12.02	21.2134
12.04	19.9309
12.06	18.7625
12.08	17.6951
12.1	16.7176
12.12	15.8203
12.14	14.9947
12.16	14.2335
12.18	13.5304
12.2	12.8796
12.22	12.2762
12.24	11.716
12.26	11.1949
12.28	10.7097
12.3	10.2572
12.32	9.83471
12.34	9.43987
12.36	9.07048
12.38	8.72462
12.4	8.40056
12.42	8.09675
12.44	7.81181
12.46	7.54451
12.48	7.29375
12.5	7.05854
12.52	6.83803
12.54	6.63148
12.56	6.43822
12.58	6.25772
12.6	6.08953
12.62	5.93331
12.64	5.78881
12.66	5.65591
12.68	5.53459
12.7	5.42501
12.72	5.32743
12.74	5.24233
12.76	5.1704
12.78	5.11261
12.8	5.07026
12.82	5.04509
12.84	5.03939
12.86	1.21466
12.88	1.36085
12.9	1.53486
12.92	1.74414
12.94	1.99882
12.96	2.31281
12.98	2.70575
13	3.20596
13.02	3.85555
13.04	4.71999
13.06	5.90931
13.08	7.62824
13.1	10.2845
13.12	14.6605
13.14	22.0456
13.16	34.0473
13.18	51.409
13.2	69.7209
13.22	82.2637
13.24	68.4889
13.26	49.7228
13.28	35.3
13.3	26.1229
13.32	20.7355
13.34	17.6361
13.36	15.8044
13.38	14.6763
13.4	13.968
13.42	13.5339
13.44	13.2918
13.46	13.191
13.48	13.1985
13.5	13.2919
13.52	13.4563
13.54	13.6811
13.56	13.9593
13.58	14.286
13.6	14.6581
13.62	15.0739
13.64	15.5325
13.66	16.034
13.68	16.5792
13.7	17.1693
13.72	17.8064
13.74	18.4928
13.76	19.2316
13.78	20.0263
13.8	20.8811
13.82	21.8007
13.84	22.7907
13.86	23.8573
13.88	25.0075
13.9	26.2495
13.92	27.5924
13.94	29.0468
13.96	30.6247
13.98	32.3397
14	34.2077
14.02	36.2469
14.04	38.4782
14.06	40.9261
14.08	44.0515
14.1	47.035
14.12	50.3365
14.14	54.0026
14.16	58.0886
14.18	62.6605
14.2	67.798
14.22	73.598
14.24	80.1786
14.26	87.6856
14.28	96.3005
14.3	106.251
14.32	117.826
14.34	131.397
14.36	147.447
14.38	166.612
14.4	189.745
14.42	218.008
14.44	253.014
14.46	297.052
14.48	353.456
14.5	427.24
14.52	526.507
14.54	664.823
14.56	868.849
14.58	1191.48
14.6	1730.43
14.62	2635.23
14.64	4065.79
14.66	5997.34
14.68	7635.83
14.7	7442.55
14.72	5641.15
14.74	3772.72
14.76	2442.74
14.78	1614.72
14.8	1123.34
14.82	827.248
14.84	637.751
14.86	507.895
14.88	414.149
14.9	344.056
14.92	290.311
14.94	248.26
14.96	214.794
14.98	187.765
15	165.656
15.02	147.371
15.04	132.106
15.06	119.261
15.08	108.38
15.1	99.1166
15.12	91.2035
15.14	84.4339
15.16	78.6485
15.18	76.2789
15.2	72.2012
15.22	68.8394
15.24	66.16
15.26	64.1578
15.28	62.8602
15.3	62.3358
15.32	62.7104
15.34	64.1943
15.36	67.136
15.38	72.1401
15.4	80.3489
15.42	94.056
15.44	117.704
15.46	158.706
15.48	226.504
15.5	326.144
15.52	434.42
15.54	469.796
15.56	391.214
15.58	278.444
15.6	189.949
15.62	132.645
15.64	98.2084
15.66	77.6919
15.68	64.9292
15.7	56.4881
15.72	50.6494
15.74	46.5485
15.76	43.7225
15.78	41.9184
15.8	41.02
15.82	41.0292
15.84	42.0933
15.86	44.6121
15.88	49.4713
15.9	58.368
15.92	73.9416
15.94	99.0585
15.96	133.412
15.98	163.174
16	160.638
16.02	128.848
16.04	95.5356
16.06	71.9606
16.08	57.5941
16.1	49.4894
16.12	45.1073
16.14	42.8572
16.16	41.9092
16.18	34.6083
16.2	35.4732
16.22	36.9645
16.24	39.0598
16.26	41.7809
16.28	45.1888
16.3	49.3846
16.32	54.5164
16.34	60.7916
16.36	68.4974
16.38	78.0328
16.4	89.9583
16.42	105.076
16.44	124.559
16.46	150.185
16.48	184.802
16.5	233.407
16.52	305.664
16.54	420.804
16.56	613.856
16.58	937.066
16.6	1442.95
16.62	2108.21
16.64	2624.15
16.66	2483.61
16.68	1848.02
16.7	1228
16.72	795.332
16.74	528.067
16.76	369.623
16.78	273.676
16.8	215.43
16.82	172.844
16.84	149.644
16.86	126.726
16.88	109.182
16.9	95.4963
16.92	84.6534
16.94	75.949
16.96	68.8846
16.98	63.0994
17	57.9001
17.02	53.9546
17.04	50.6723
17.06	47.9373
17.08	45.6591
17.1	43.7671
17.12	42.2052
17.14	40.9288
17.16	39.9022
17.18	39.0967
17.2	38.4896
17.22	38.0623
17.24	37.8004
17.26	37.6924
17.28	37.7297
17.3	37.9057
17.32	38.2163
17.34	38.6587
17.36	39.2324
17.38	39.9379
17.4	40.7777
17.42	41.7558
17.44	42.8775
17.46	44.1501
17.48	45.4522
17.5	47.0586
17.52	48.8484
17.54	50.8785
17.56	53.0855
17.58	55.5307
17.6	58.2391
17.62	61.2398
17.64	64.567
17.66	68.2607
17.68	72.3684
